original_archive	original_filename	extracted_path	sha256	module	semester	material_type	academic_year	source	provenance	classification_confidence	organized_location	duplicate_status	duplicate_of	content_status	notes	subtopic	integration_status	canonical_info
L1---informatique-part-04.zip	L1---informatique/solution TD2 (1).pdf	extracted/L1---informatique-part-04/L1---informatique/solution TD2 (1).pdf	7917a150b37e1be3a0bbb1841964a85c29761244d594382ce7651077597ee678	S1/Analyse-1	S1	EXERCISES	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Series/solution TD2 (1).pdf	NEW		pdf_parsed (7p)		développements-limités	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/corrigé_test_2021_2022 (1).pdf	extracted/L1---informatique-part-04/L1---informatique/corrigé_test_2021_2022 (1).pdf	350b476380b50c8cd19c77b673a01bf7e4b8af7d9d54ddd5418c1c32171a3de8	UNCLASSIFIED	UNCLASSIFIED	CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/corrigé_test_2021_2022 (1).pdf	NEW		pdf_parsed (40p)		general	PLACED_CANONICAL	canonical of 1 exact duplicates
L1---informatique-part-04.zip	L1---informatique/Série TD1 ASD.pdf	extracted/L1---informatique-part-04/L1---informatique/Série TD1 ASD.pdf	fac8a422b302f231ce8a183028a60c447a0b577b432d27d802c047e0fb5eb0f9	S1/Algorithmique-ASD-1	S1	EXERCISES	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Series/Série TD1 ASD.pdf	NEW		pdf_parsed (15p)		tri	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/serie3(1).pdf	extracted/L1---informatique-part-04/L1---informatique/serie3(1).pdf	473aa6134a58656280f0bb4e878e970613e00ddce474edba0e728bc5a25a9143	UNCLASSIFIED	UNCLASSIFIED	TP	2024-2025	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/serie3(1).pdf	NEW		pdf_parsed (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/mi-1an15-emd1-algo2017.pdf	extracted/L1---informatique-part-04/L1---informatique/mi-1an15-emd1-algo2017.pdf	8558ee15f5c23bc9e4dba63a871e93110726c273322495c723d5b83ccbf3bb53	S1/Algorithmique-ASD-1	S1	EXAM	2016-2017	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Examens/mi-1an15-emd1-algo2017.pdf	NEW		pdf_parsed (3p)		tableaux	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/Exercices et Examens corrigés.pdf	extracted/L1---informatique-part-04/L1---informatique/Exercices et Examens corrigés.pdf	0fff49fbdbef72d3621b3cf1dea151dbf9bf8a12ae01d2fc75a562fbe2359e91	S1/Algorithmique-ASD-1	S1	EXAM_CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Corriges/Exercices et Examens corrigés.pdf	NEW		pdf_parsed (87p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee; pair-correction: organized/S1/Algorithmique-ASD-1/Corriges/80 examens corrigés algorithmique.pdf; pair-examen: organized/S1/Algorithmique-ASD-1/Corriges/80 examens corrigés algorithmique.pdf	conditions	PLACED_CANONICAL	canonical of 3 exact duplicates
L1---informatique-part-04.zip	L1---informatique/cours ASD1 les boucles_ve.pdf	extracted/L1---informatique-part-04/L1---informatique/cours ASD1 les boucles_ve.pdf	7a1d536d229adbe559186842a72fea6f7b6207af330c86b02afb8c56184e166d	S1/Algorithmique-ASD-1	S1	COURSE	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Cours/cours ASD1 les boucles_ve.pdf	NEW		pdf_parsed (52p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/corrigé_test_2021_2022.pdf	extracted/L1---informatique-part-04/L1---informatique/corrigé_test_2021_2022.pdf	350b476380b50c8cd19c77b673a01bf7e4b8af7d9d54ddd5418c1c32171a3de8	UNCLASSIFIED	UNCLASSIFIED	CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-04.zip/extracted/L1---informatique-part-04/L1---informatique/corrigé_test_2021_2022 (1).pdf	pdf_parsed (40p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/corrigé_test_2021_2022 (1).pdf
L1---informatique-part-04.zip	L1---informatique/Examen 6 analyse 1+ solution.PDF	extracted/L1---informatique-part-04/L1---informatique/Examen 6 analyse 1+ solution.PDF	1fd907aa999fd2a9e2a450af65d76ce9d7d54cfbc2187d9b2d8e1e4b23b7aac2	S1/Analyse-1	S1	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen 6 analyse 1+ solution.PDF	NEW		pdf_parsed (4p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/analysis_1-chapter_04.pdf	extracted/L1---informatique-part-04/L1---informatique/analysis_1-chapter_04.pdf	2e5cbbbbd8798401a38658fae0c070c6c5d913cc993a61943fa26599ba18b0e0	S1/Algorithmique-ASD-1	S1	CHAPTER	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Cours/analysis_1-chapter_04.pdf	NEW		pdf_parsed (12p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/Bibliothèque_dexercices_L1.pdf	extracted/L1---informatique-part-04/L1---informatique/Bibliothèque_dexercices_L1.pdf	9f58074b80cede46d55c43b50afe78267f50fec85f9d95af03137fd71e2c2d2c	S1/Analyse-1	S1	EXERCISES	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Analyse-1/Series/Bibliothèque_dexercices_L1.pdf	NEW		pdf_parsed (96p)		continuité	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/résumer chapitre 5 analyse Elementary functions.pdf	extracted/L1---informatique-part-04/L1---informatique/résumer chapitre 5 analyse Elementary functions.pdf	8a1059ad57d97a24472dc2ac4a4c07aef701e2a73919c08f26e9e89a060cc3d5	UNCLASSIFIED	UNCLASSIFIED	SUMMARY	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/résumer chapitre 5 analyse Elementary functions.pdf	NEW		PDF_NO_TEXT_LAYER (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/mi1an_algo-exercices_corriges.pdf	extracted/L1---informatique-part-04/L1---informatique/mi1an_algo-exercices_corriges.pdf	0fff49fbdbef72d3621b3cf1dea151dbf9bf8a12ae01d2fc75a562fbe2359e91	S1/Algorithmique-ASD-1	S1	CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-04.zip/extracted/L1---informatique-part-04/L1---informatique/Exercices et Examens corrigés.pdf	pdf_parsed (87p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	conditions	DUPLICATE_NOT_COPIED	canonical copy: organized/S1/Algorithmique-ASD-1/Corriges/Exercices et Examens corrigés.pdf
L1---informatique-part-04.zip	L1---informatique/Chapter 1_Basic Concepts (1).pdf	extracted/L1---informatique-part-04/L1---informatique/Chapter 1_Basic Concepts (1).pdf	b8d6e06249c2d2c5b404f5ca8507ac886c8167f8ba797078a87ec902264393a3	S1/Algorithmique-ASD-1	S1	CHAPTER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Cours/Chapter 1_Basic Concepts (1).pdf	NEW		pdf_parsed (8p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/Examen 15 analyse 1+ solution.PDF	extracted/L1---informatique-part-04/L1---informatique/Examen 15 analyse 1+ solution.PDF	1300ea97d85c4b6cf3682f3b024372ec485f9fcea7a959d7fa5a4a4d04535efe	S1/Analyse-1	S1	EXAM	2017-2018	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen 15 analyse 1+ solution.PDF	NEW		pdf_parsed (4p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/Analyse_1_17-18_Fiche_1_Corrige.pdf	extracted/L1---informatique-part-04/L1---informatique/Analyse_1_17-18_Fiche_1_Corrige.pdf	6c461206b89c591d8a2b25835a7c6303fa7a11ca8d1eb4826ae0aa2d62be83de	S1/Structure-de-machine-1	S1	CORRECTION	2017-2018	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Structure-de-machine-1/Corriges/Analyse_1_17-18_Fiche_1_Corrige.pdf	NEW		pdf_parsed (5p)		numérations	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/Final Exam 3 Analysis 1 (1).pdf	extracted/L1---informatique-part-04/L1---informatique/Final Exam 3 Analysis 1 (1).pdf	a1b1d565e1e912bda9223663df5d1f2d32b6d2338eef097cfbd9f3b652fffa1a	UNCLASSIFIED	UNCLASSIFIED	OTHER	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Final Exam 3 Analysis 1 (1).pdf	NEW		pdf_parsed (4p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/analysis_1-chapter_02.pdf	extracted/L1---informatique-part-04/L1---informatique/analysis_1-chapter_02.pdf	448e2bbf1032dc426691c7f10175f472153437a8e07b0cff02423907326cb85c	S1/Algorithmique-ASD-1	S1	CHAPTER	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Algorithmique-ASD-1/Cours/analysis_1-chapter_02.pdf	NEW		pdf_parsed (11p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/POLY_A_TROUS_COURS_INFO.pdf	extracted/L1---informatique-part-04/L1---informatique/POLY_A_TROUS_COURS_INFO.pdf	c1344d4fc63acedbd3f802e715fb85169a50ce08dcafee4604f38d6db074fbd2	S1/Algorithmique-ASD-1	S1	COURSE	2012-2013	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Cours/POLY_A_TROUS_COURS_INFO.pdf	NEW		pdf_parsed (77p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/livre algo-exercices_corriges.pdf	extracted/L1---informatique-part-04/L1---informatique/livre algo-exercices_corriges.pdf	0fff49fbdbef72d3621b3cf1dea151dbf9bf8a12ae01d2fc75a562fbe2359e91	S1/Algorithmique-ASD-1	S1	CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-04.zip/extracted/L1---informatique-part-04/L1---informatique/Exercices et Examens corrigés.pdf	pdf_parsed (87p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	conditions	DUPLICATE_NOT_COPIED	canonical copy: organized/S1/Algorithmique-ASD-1/Corriges/Exercices et Examens corrigés.pdf
L1---informatique-part-04.zip	L1---informatique/Examen_2022 (2).pdf	extracted/L1---informatique-part-04/L1---informatique/Examen_2022 (2).pdf	7e2950252d3a5ed59846624135f17db60756e735ca3f23710c4fc3c97b935063	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Examen_2022 (2).pdf	NEW		pdf_parsed (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/2_Chapter 4 _String (1).pdf	extracted/L1---informatique-part-04/L1---informatique/2_Chapter 4 _String (1).pdf	3d7388b189ce9b57e22050ccae6a48ddb8dfff0f5408e4527d2f88c82d90b808	S2/Algebre-2	S2	CHAPTER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Algebre-2/Cours/2_Chapter 4 _String (1).pdf	NEW		pdf_parsed (14p)		espaces-vectoriels	PLACED_CANONICAL	canonical
L1---informatique-part-04.zip	L1---informatique/5- Conditions.pdf	extracted/L1---informatique-part-04/L1---informatique/5- Conditions.pdf	41f4d21ef32263b4f8aff89c069da1afe7471d19f2913399f86ff1d5d225b2af	S1/Algorithmique-ASD-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/Autres/5- Conditions.pdf	NEW		pdf_parsed (12p)		conditions	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Lesson-7- Key Components of a Paragraph.pdf	extracted/L1---informatique-part-05/L1---informatique/Lesson-7- Key Components of a Paragraph.pdf	2d5260d64285c31de028438395751cf7cf302bc665c752956950f0581a367166	S1/Anglais-1-TCE-1	S1	OTHER	2021-2022	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Autres/Lesson-7- Key Components of a Paragraph.pdf	NEW		pdf_parsed (5p)		expression-écrite	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Open_source__Copy_ (1).pdf	extracted/L1---informatique-part-05/L1---informatique/Open_source__Copy_ (1).pdf	fffcf3e6e20da8f2b2ed9c63ba5e7068675b00c0272ae9704c25e90cafab094f	S1/Logiciels-libres	S1	CHAPTER	2025-2026	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Cours/Open_source__Copy_ (1).pdf	NEW		pdf_parsed (36p)		philosophie-du-libre	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/chapter_1_opensource.pdf	extracted/L1---informatique-part-05/L1---informatique/chapter_1_opensource.pdf	acce3649ff3d3621b739ebe2e4378ccc890cad1a5e26bb3ae6973aca1d2c46d2	S1/Logiciels-libres	S1	SUMMARY	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Logiciels-libres/Revisions/chapter_1_opensource.pdf	NEW		pdf_parsed (59p)		philosophie-du-libre	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/1_Examen Algebre1 avec solution.pdf	extracted/L1---informatique-part-05/L1---informatique/1_Examen Algebre1 avec solution.pdf	59b0b5c38e8e5617193173cfa77acc3ce89fd9ddf4eb48223c99267c67db5336	S1/Algebre-1	S1	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algebre-1/Examens/1_Examen Algebre1 avec solution.pdf	NEW		PDF_NO_TEXT_LAYER (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/TD Alg1 Serie 1  Logique Mathematique 2025.pdf	extracted/L1---informatique-part-05/L1---informatique/TD Alg1 Serie 1  Logique Mathematique 2025.pdf	34c246ec4d51d912cdf8905ffc8a1c9e1a690d85756014b0e9b89bf5a04c6ebd	S2/Logique-mathematique	S2	TD	2025-2026	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Logique-mathematique/TD/TD Alg1 Serie 1  Logique Mathematique 2025.pdf	NEW		pdf_parsed (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Examen3 Structure Machine 1.pdf	extracted/L1---informatique-part-05/L1---informatique/Examen3 Structure Machine 1.pdf	a9b30eb05d9e1b77216fc6099d7ca1a9575472967198ed587ee19be1d13acc33	S2/Structure-de-machine-2	S2	EXAM_CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Structure-de-machine-2/Corriges/Examen3 Structure Machine 1.pdf	NEW		pdf_parsed (5p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee; pair-correction: organized/S2/Structure-de-machine-2/Corriges/Examen9 Structure Machine  (1).pdf	general	PLACED_CANONICAL	canonical of 1 exact duplicates
L1---informatique-part-05.zip	L1---informatique/Examen2 Structure Machine 1.pdf	extracted/L1---informatique-part-05/L1---informatique/Examen2 Structure Machine 1.pdf	e81230120a9cf81f82a7c09d5a923b27dc462fe3f4b9c8d0357aaac1842775ba	S2/Structure-de-machine-2	S2	EXAM_CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Structure-de-machine-2/Corriges/Examen2 Structure Machine 1.pdf	NEW		pdf_parsed (5p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee; pair-correction: organized/S2/Structure-de-machine-2/Corriges/Examen9 Structure Machine  (1).pdf	general	PLACED_CANONICAL	canonical of 1 exact duplicates
L1---informatique-part-05.zip	L1---informatique/Examen1+Solution Analyse 1.pdf	extracted/L1---informatique-part-05/L1---informatique/Examen1+Solution Analyse 1.pdf	3ae38c368cda6403356dbd3ac019713eecac4fb6a7f31d256759531f0e410b9b	S1/Analyse-1	S1	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen1+Solution Analyse 1.pdf	NEW		PDF_NO_TEXT_LAYER (5p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Examen2 Structure Machine 1 (1).pdf	extracted/L1---informatique-part-05/L1---informatique/Examen2 Structure Machine 1 (1).pdf	e81230120a9cf81f82a7c09d5a923b27dc462fe3f4b9c8d0357aaac1842775ba	S2/Structure-de-machine-2	S2	EXAM_CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-05.zip/extracted/L1---informatique-part-05/L1---informatique/Examen2 Structure Machine 1.pdf	pdf_parsed (5p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/S2/Structure-de-machine-2/Corriges/Examen2 Structure Machine 1.pdf
L1---informatique-part-05.zip	L1---informatique/Examen3 Structure Machine 1 (1).pdf	extracted/L1---informatique-part-05/L1---informatique/Examen3 Structure Machine 1 (1).pdf	a9b30eb05d9e1b77216fc6099d7ca1a9575472967198ed587ee19be1d13acc33	S2/Structure-de-machine-2	S2	EXAM_CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-05.zip/extracted/L1---informatique-part-05/L1---informatique/Examen3 Structure Machine 1.pdf	pdf_parsed (5p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/S2/Structure-de-machine-2/Corriges/Examen3 Structure Machine 1.pdf
L1---informatique-part-05.zip	L1---informatique/Analyse 1-TD2-Correction.pdf	extracted/L1---informatique-part-05/L1---informatique/Analyse 1-TD2-Correction.pdf	d5d910f27571e31018a918a138f191b25256a8de277b4d6674a9f1f509f62442	S1/Analyse-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Autres/Analyse 1-TD2-Correction.pdf	NEW		PDF_NO_TEXT_LAYER (6p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/HW1 (1) (1).pdf	extracted/L1---informatique-part-05/L1---informatique/HW1 (1) (1).pdf	c629f11463494c846c6eaf16122baaf937f79624e4772c0d346814040a4222dc	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-03.zip/extracted/L1---informatique-part-03/L1---informatique/HW1 (1).pdf	pdf_parsed (1p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/HW1 (1).pdf
L1---informatique-part-05.zip	L1---informatique/Exercices corrigés (Suites réelles).pdf	extracted/L1---informatique-part-05/L1---informatique/Exercices corrigés (Suites réelles).pdf	b487290a9de991ef8879ccb431c4f68d89a8d2ba42f86efce2a3cee48aa2f7fd	S1/Analyse-1	S1	CORRECTION	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Corriges/Exercices corrigés (Suites réelles).pdf	NEW		pdf_parsed (24p)		suites	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/1- Algorithm Basics.pdf	extracted/L1---informatique-part-05/L1---informatique/1- Algorithm Basics.pdf	9202e804ee77705fedde8583591a6396d36e33a51d53ca2fd8ba0112a4161460	S1/Algorithmique-ASD-1	S1	REFERENCE	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Algorithmique-ASD-1/Supports/1- Algorithm Basics.pdf	NEW		pdf_parsed (17p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Examen 11 analyse 1+ solution.PDF	extracted/L1---informatique-part-05/L1---informatique/Examen 11 analyse 1+ solution.PDF	a71e95a820507d39f47fd3359e12b53aa94dffd581f6036db847d5ea3d8f7daa	S1/Analyse-1	S1	EXAM	2017-2018	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen 11 analyse 1+ solution.PDF	NEW		pdf_parsed (5p)		limites	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Algo-Test1_2025_2026 (Solution).pdf	extracted/L1---informatique-part-05/L1---informatique/Algo-Test1_2025_2026 (Solution).pdf	f69a22de6d832cababc80c2da861d337bc1e44ccc95ab2669d4327c87e87f490	S2/ASD-2	S2	EXAM	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/ASD-2/Examens/Algo-Test1_2025_2026 (Solution).pdf	NEW		pdf_parsed (1p)		allocation-mémoire	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Algorithm 1.pdf	extracted/L1---informatique-part-05/L1---informatique/Algorithm 1.pdf	10bd0f653062efd68f7454aab9bd769a90f12624d66f18d1aadad457a2283a22	S2/ASD-2	S2	COURSE	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/ASD-2/Cours/Algorithm 1.pdf	NEW		pdf_parsed (29p)		allocation-mémoire	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/CamScanner 08-28-2025 20.22_41.pdf	extracted/L1---informatique-part-05/L1---informatique/CamScanner 08-28-2025 20.22_41.pdf	13d304afdaa4eeb02d1caf9cdfac45ad040f9c8b0b4c45420350ed3fd1dd55e9	UNCLASSIFIED	UNCLASSIFIED	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/CamScanner 08-28-2025 20.22_41.pdf	NEW		PDF_NO_TEXT_LAYER (9p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Exam Of Algorithmics and Data Structures 1 (1).pdf	extracted/L1---informatique-part-05/L1---informatique/Exam Of Algorithmics and Data Structures 1 (1).pdf	f827845caaf24aa4b92506d6368011e1f8d5aec3a316a24a9b1abb35878e9056	UNCLASSIFIED	UNCLASSIFIED	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Exam Of Algorithmics and Data Structures 1 (1).pdf	NEW		PDF_NO_TEXT_LAYER (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/4- Operators.pdf	extracted/L1---informatique-part-05/L1---informatique/4- Operators.pdf	3142f8f3781a3acec720f39319a652e86feb20d61f289d891fdf969251f4bf72	UNCLASSIFIED	UNCLASSIFIED	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/4- Operators.pdf	NEW		pdf_parsed (18p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Algbool.pdf	extracted/L1---informatique-part-05/L1---informatique/Algbool.pdf	bd4123b6b40398763f950964a70de4fa96aac25359ba43b81684b50ad8ae42e3	S1/Structure-de-machine-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Structure-de-machine-1/Autres/Algbool.pdf	NEW		pdf_parsed (74p)		algèbre-de-bool	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/Analyse_1_17-18_Fiche_3_Corrige.pdf	extracted/L1---informatique-part-05/L1---informatique/Analyse_1_17-18_Fiche_3_Corrige.pdf	8dbeb7b6d88bd193a85e55f8d455519c0656a24554c95e12608afeb760c05e92	UNCLASSIFIED	UNCLASSIFIED	CORRECTION	2017-2018	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Analyse_1_17-18_Fiche_3_Corrige.pdf	NEW		pdf_parsed (6p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-05.zip	L1---informatique/6- Loops.pdf	extracted/L1---informatique-part-05/L1---informatique/6- Loops.pdf	e7e78e8d0e1662bbecffc5abaf7ce3b97badf8e3b5bc75f22fbc2180144ff997	UNCLASSIFIED	UNCLASSIFIED	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/6- Loops.pdf	NEW		pdf_parsed (17p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-06.zip	L1---informatique/sentence type.pdf	extracted/L1---informatique-part-06/L1---informatique/sentence type.pdf	7de100b755d189c90af759bda52cee7d12a6903c68c17d752065fe8b17bf1b99	S1/Anglais-1-TCE-1	S1	OTHER	2019-2020	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Autres/sentence type.pdf	NEW		pdf_parsed (4p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-06.zip	L1---informatique/Quantifiers.pdf	extracted/L1---informatique-part-06/L1---informatique/Quantifiers.pdf	9322986df3068b933136d8f4626b986e24ad8f9b17a31ced9c039f7689b2f5bf	S1/Anglais-1-TCE-1	S1	OTHER	2019-2020	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Anglais-1-TCE-1/Autres/Quantifiers.pdf	NEW		pdf_parsed (5p)		general	PLACED_CANONICAL	canonical
